id,customer_id,date,caller,status,result,notes
89420,46938,45961.45307,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,8ปี กับ5ปี ขายเองออนไลน์ กำลังเก็บลูก รอบสุดท้ายน่าจะกลางเดือนหน้า ที่สวนจะใช้แต่อินทรีเท่านั้น ไม่ใช้เคมีเลย เลยแนะนำชุดฟื้นฟูหลังเก็บเกี่ยว / ยังไม่ได้เข้าสวนช่วงนี้ ต้องเข้าไปตัดหญ้า ตัดแต่งกิงก่อนแล้วถึงจะใส่ปุ๋ย หน้าจะเดือนหน้า / โทรหารอบนี้บอกให้แอดไลน์ ไม่รู้ว่าจะรับเพื่อนไหม / ไลน์ น้ำ // ไม่สะดวก ทำงานอยู่ ส่งข้อมูลให้ดูในไลน์ ไม่รู้จะได้ใช้ไหม 
89388,46937,45961.44723,กล๊อฟ [Telesale],รับสาย,คนอื่นรับสายแทน,ถั่ว บวบ พริกเก้บหมดแล้ว ต้องรอดูน้ำ ประมานตุลาถ้าน้ำไม่มาจะได้ปลูกช่วงกลางเดือน / ตุลาคม กลางเดือน จะปลูกช่วงนั้น // ตอนนี้น้ำยังเยอะอยู๋ ต้องรอดูสิ้นเดือนหน้า อาจจะได้ลงปลูก เมมเบอร์ไว้แล้ว 
89364,46915,45961.44366,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,รอหลังฝนเลย ช่วงนี้หมดช่วงบำรุงแล้ว รอหลังฝนอย่างเดียว // เด๊่ยวรอดูอีก 15-20วันว่าจะมีอการอะไรไหม เพราะถ้าไม่มีอาการจะไม่ได้ใช้งาน แนะนำอะมิโนไปด้วยลูกค้าบอกรอ 15วันก่อน ถ้ามีอาการจะสั่งมาพร้อมกันทีเดียว // โทรหารอบนี้บอกสั่งมาแล้ว 2ซอง ฉีดซองละ 1รอบปกติฉีดแค่ 2รอบ น่าจะมไ้ได้ใช้นะถ้าไม่มีอาการอะไรเพราะช่วงนี้ เริ่มหนาวแล้ว หมดฝนแล้ว จะไม่ค่อยเป็นโรคอะไร ปุ๋ยน้ำก็ไม่สนใจ เพราะราคาสูงเกินไป ซื้อตัวที่เคยใช้ประจำได้ 3ขวดเลย 
89321,48120,45961.43741,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ทดลองปลููกปาล์ม 1ไร่ ว่าจะรอดไหม เอามาลองปรับสภาพดินดูก่อน/ ใช้ลองกันหลุมใส่ไปครั้งเดียว ต้องรอดูอีกสักหน่อย / ใส่สลับกับเสมอ ก็ดูปกติ ไม่ได้ดูดีขึ้นจนผิดตา เลยแนะนำปุ๋ยน้ำทางใบไปลองใช้ดู ลูกค้าขอตัดสินใจก่อน // โทรหารอบนี้บอกไม่ใช้แล้ว ใช้ของที่อื่นแล้ว ของเราแพง 
89316,48655,45961.43584,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,1ปีกว่า แนะนำ6-3ไป ใช้คู่กับปุ๋ยน้ำที่สั่ง แต่ลูกค้ายังไม่มีเงิน เลยฝากไว้ก่อน ค่อยติดตามผลปุ๋ยน้ำ // ไม่รับสาย // รับสายบอกว่ายังใช้ไม่หมดเลยไม่ค่อยมีเวลา 15-20วันฉีดครั้งบางทีก็ลืม ก็ได้ผลอยู๋ เอาไปฉีดพวกผักสวนครัวด้วย เมมเบอร์ไว้อยู๋ เดี๋ยวจะใช้อะไรจะโทรหา  สิ้นเดือนธันวาคม ลองโทรหาดู อีกรอบ 
89315,48655,45961.43583,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,1ปีกว่า แนะนำ6-3ไป ใช้คู่กับปุ๋ยน้ำที่สั่ง แต่ลูกค้ายังไม่มีเงิน เลยฝากไว้ก่อน ค่อยติดตามผลปุ๋ยน้ำ // ไม่รับสาย // รับสายบอกว่ายังใช้ไม่หมดเลยไม่ค่อยมีเวลา 15-20วันฉีดครั้งบางทีก็ลืม ก็ได้ผลอยู๋ เอาไปฉีดพวกผักสวนครัวด้วย เมมเบอร์ไว้อยู๋ เดี๋ยวจะใช้อะไรจะโทรหา  สิ้นเดือนธันวาคม ลองโทรหาดู อีกรอบ 
89262,48645,45961.42726,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มะม่วง มะพร้าว ทุเรียน หลักๆที่สั่งมาใช้ก็ใช้กับมะพร้าว ใช้ไปได้สองรอบเอง 15วันฉีดครั้งก็ดีขึ้นนะ ติดเยอะขึ้น แต่ช่วงนี้ฝนตกเลยไม่ค่อยได้ฉีดเท่าไหร่ // ไม่รับสาย 31/10/68
89233,49287,45961.42267,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,เอามาฉีดดินโคนต้นทุเรียน ใช้ไปได้รอบเดียวเอง รอบนึงใช้ถัง 1000ลิตรพี่ใส่ไป 3ซองเลย เลยแนะนำวิธีใช้งานไปใหม้ใหม่ และแนะนำโปร 7แถม1ไปให้ และปุ๋ยเม็ดปุ๋ยน้ำตัวอื่นๆ ลูกค้าบอกเด๊่ยวพี่จะแอดไลน์มาให้สั่งข้อมูลให้ดู พี่ขอไปธุระก่อน // โทรหาล่าสุดพี่ลัดดาบอกแอดไลน์ไม่ได้เลย เลยแอดเฟสส่งข้อมูลให้ดู เพราะตอนนี้ยังไม่ได้ใส่อะไร ทำไรไม่ได้เลยฝนตกเกือบทุกวันดินมันแฉะ เขาสวนไปมันจะลื่นๆ ต้องรอฝนเบาๆ  14/11/68 ลองทักถามในเฟส
89155,49751,45961.41166,กล๊อฟ [Telesale],รับสาย,ขายได้,กำลังจะปลูก เดือนหน้า จะลองสั่งปุ๋ยเทพมงคลไปลอง แนะนำชุดระเบิดหัวมัน กับชุดพึ่งปลูก /เอาไปแช่ท่อนพันก่อนปลูกใช้ดีเลย ไม่มีปัญหาอะไรเลย แต่ไม่สะดวกตอนนี้ / ไลน์ Mc...Sarawut สิ้นเดือนหน้าคาดว่าจะใช้ // คุยกันในไลน์ ทักไปตาม ลูกค้าลองใช้สิงทอง 5กระสอบ ก่อน สนใจพวกสิงทองกับสิงส้มด้วย แต่แจ้งราคาไปแล้ว ยังไม่เอา 
89145,50945,45961.41051,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,ทุุเรียนพึ่ง ปลูก 10 วัน เลยแนะนำสิงชมพูไปใช้กับอะมิโนมิค ลูกค้าบอกสอบถามแฟนก่อน และขอลองใช้ไตรโครดูก่อน / ปุ๋ยเม็ดยังไม่ใส่ หน้าจะปีหน้าเลย ต้องรอดูก่อนน้ำจะท่วมไหม / ใช้ป้องกันเดือนละครั้ง / ไม่รับสาย 22/10/68 // ตัดสายทิ้ง 31/10/68 รอบหน้าลองให้คนอื่นโทร
89118,44323,45961.40756,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มีทั้งผักและผลไม้ปลูกไว้ทานเอง ทดลองดูเคยใช้แต่ยี่ห้ออื่น เลยอยากลองของเราดูบ้าง // โทรติดตามผล ลูกค้าบอกยังดูไม่ค่อยออก เพราะไม่ค่อยได้ใช้งาน ติดงาน ยังไม่ได้เข้าไปดูที่สวนเลย // ไม่สะดวก30/10/68 // ไม่รับสาย 31/10/68
89010,233926,45961.394,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ปลูกหลายอย่าง ผสมรวมๆกันอย่างละนิดหน่อย มีที่กำลังจะออกดอกติดลูกแล้วด้วย เลยแนะนำวิธีใช้งานไปให้ และแนะนำสินคค้าตัวอื่นๆไปด้วย ทั้งปุ๋ยเม็ดทางดิน และปุ๋ยน้ำ ลูกค้าอยากลองใช้พวกปุ๋ยน้ำอยู๋ แต่ของลองตัวนี้ก่อนว่าได้ผลไหม เลยบอกว่าจะโทรไปติดตามผล เดือนธันวาคม ฝากใช้งานต่อเนื้อง
88925,48380,45960.74714,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,มะละกอเป็นเชื้อรา ทุเรียนใบเหลือ เลยแนะนำวิธีใช้ให้ลูกค้าไป / / จะหมดแล้ว แต่ยังไม่ได้ปลูกใหม่ / / รอบนี้ลงถั่วหมดเลย ไม่ได้ลงแตง กำลัง จะออกดอกแล้วแปลงนี้ เลยแนะนำ 4-24ไปให้ ลองสลับใช้กับของเอมเวย์ที่ลูกค้ามีอยู่แล้วเปรียบเทียบผลการใช้งานดู เลยสั่ง 4-24+ไตรโครไป อย่างละ 1เพราะไตรโครของเก่ายังเหลือ นิดหน่อย // โทรหารอบนี้ลูกค้ามางานเลี้ยง ไม่สะวดก ค่อยโทรใหม่ 
88919,48659,45960.74494,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ทุุเรียน 100ต้น ทุเรียน 2ต้น ต้นเล็กเป็นเชื่อรา เลยเอาลองมาใช้ดูว่าจะโอเครไหม ถ้าดีจะสั่งเพิ่มเติม / / ไม่อยู๋ออกทุระ แฟนรับสาย / / โทรหารอบล่าสุด แฟนก็รับสาย แล้วบอกยังไม่หมดเลย ใช้ดี เลยฝากปุ่ยตัวอื่นๆไปให้  // ไม่มีสัญญาณ
88913,48654,45960.74361,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ตัดหมดแล้ว เลยแนะนำชุดฟื้นฟูหลังเก็บเกี่ยวไปให้ แต่ลูกค้ามีแล้ว เลยฝากไว้ก่อน ไตรโครเอาไปป้องกัน ช่วงนี้ฝนตกบ่อย / / พี่ใช้ป้องกันเฉยๆ ปีนึงพี่จะใช้สองรอบเท่านั้น ตอนหลังตัดเสร็จ กลับตอนดอกเริ่มออก / /โทรสอบถามรอบนีไม่รับสาย / /ลูกค้าโทรกลับมาบอก ยังเหลือ 1ซอง ช่วงนี้ฝนตกบ่อยเด๊่ยวรอดูสถานะการก่อนนะ เลยฝากปุ๋ยตัวอื่นๆของเทพมงคลไปให้ // ไม่รับสาย 
88906,48644,45960.7419,กล๊อฟ [Telesale],รับสาย,คนอื่นรับสายแทน,ลูกสาวรับสาย คุณแม่มาเย็นๆไปทำงาน // หนูมาต่างจังหวัดยังไม่กลับเลย จะกลับวันเสาร์ เลยบอกว่าจะโทรหาใหม่วันจันทร์ ช่วงเย็นๆ 
88892,49147,45960.73939,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ทำทุเรียนนอกฤดู กำลังจะทำเปิดตาดอก / ส่งข้อมูลปุ๋ยตัวเปิดตาดอกให้ดูในไลน์ และตัว ป้องกันเชื้อรา / ตอนแรกว่าจะทำนอกฤดูไม่ออกเลยทำชดใบตอนนี้ ให้ออกตามฤดู เลยส่งปุ๋ยทำชุดใบให้ดูในไลน์ / ไลน์ หนูไกร ชูญาติ / โทรหารอบนี้บอกกำลังพึ่งทำชุดใบแรก จะทำสองชุดใบแล้วจะสะสมอาหารให้ออกช่วงปีใหม่นี้ แนะนำ 21-3 ไปทำชุดใบ ลูกค้าบอกขอคุยกับเถ้าแก่ก่อน ว่ายังไง เด๊่ยวโทรแจ้งถ้าเขาอนุมัติ  // ทักตามในไลน์ รอลูกค้าตอบ
88854,44809,45960.73358,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ปลายฝนต้นหนาวว่าจะปลูกฟักทอง รอดูก่อน ตอนนี้เอามารักษาข้าวโพดกำลังจะออกฟักเจอหนอนเยอะมาก เลยแนะนำวิธีการใช้งานไปให้ / / บีที ฉีดไปได้รอบเด๊่ยวก็ดูดีขึ้นเยอะเลยนะ แต่ตอนนี้ข้าวโฑดมันแก่แล้ว ใกล้จะเก็บแล้วเลยไม่ได้ฉีดแล้ว ยังเหลืออีกซองนิดๆ เลยบอกให้ลูกค้าเก็บไว้ใช้รอบหน้า ลูกค้าสนใจปุ๋ยแสนอาจจะได้ใช้ตนปลูก ฟัก/แฟง รอบหน้า และอาจจะใช้พร้อมปุ๋ยน้ำ เพราะปุ่ยน้ำใช้ดี // รอบบ่ายโทรหาแฟนรับบอกจะกลับเย็นๆ ตอนเย็นๆโทรหาไม่มีคนรับสาย
88845,45069,45960.73175,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,รอบแรกโทรหา เหมือนข้าวโพดจะเป็นเชื้อรามั้งนะ ตอนนี้ทำงานที่ รพ. ไม่สะดวกคุยรายละเอียด // โทรหารอบ2 1/10/68 ลูกค้าบอกใช้ดีเลยนะจากก่อนหน้านี้ที่ไม่ได้ใช้ ไม่แน่ใจว่าหมดหรือยัง พี่ถนอมเป็นคนฉีด ส่วนเบอร์นี้เป็นเบอร์พี่แดง แฟนพี่ถนอม เพราะพี่ถนอมจะเขาสวนตลอด จะไม่มีสัญญาณ สนใจพวกตัวกำจัดแมลงพวกเพี้ย ำวกหนอนอยู่นะ เดี๋ยวรอพี่ถนอมกลับมาก่อน แล้วพี่คุยกันยังไง อาจจะโปรไปสั่งนะ // ไม่มีสัญญาณ
88835,60221,45960.73029,กล๊อฟ [Telesale],ไม่มีสัญญาณ,ไม่มีสัญญาณ,ใช้ไปได้3รอบแล้ว ไม่รู้ว่ามีโปร 10แถม 2 เลยสั่งไป 9ขวดเอง รอบหน้าละกันนะ ตอนนี้กำลังสะสมอาหาร ยังไม่ทราบผล // โทรสอบถามรอบแรกไม่มีสัญญาณ // โทรรอบสองก็ไม่มีสัญญาณ // ลองโทรเช้าๆ ไม่มีสัญญาณ ตลอด ช่วงเที่ยง  ช่วงเย็น 
88830,49148,45960.7291,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,2-8ปี ตอนนี้กำลังทำชุดใบ ผมมีไม่เยอะ เดียวอีกสักสองเดือนจะใช้ตัวสะสมอาหารเปิดตาดอก // ไม่รับสาย // ลูกค้าโทรกลับมา บอกว่าฝนตกเยอะช่วงนี้ ทุเรียน ต้นใหญ่ ชุดใบที่ 2 จะทำสามใบไม่รู้จะได้ไหม เพราะจะตุลาคมแล้ว เดืนหน้า ถ้าฝนเบาๆ จะเริ่มสะสมอาหารแล้ว เพราะจะให้ออกดอกก่อนปีใหม่  เดือนหน้าถ้าฝนไม่มีจะกักโศก ไตรโครก็ยังเหลือครึ่งซอง แสนราชสีห์สิงทอง ไม่ได้ใช้แล้ว ใช้ 3-8-8 อยู่   เลยบอกไปว่า เด๊่ยวเดือนหน้า จะโทรหาอีกที 
88808,44324,45960.72444,กล๊อฟ [Telesale],รับสาย,ฝากสั่งไม่ได้ใช้เอง,สั่งให้คูนแม่ใช้งาน เลยแนะนำวิธีใช้งานไปให้ลองบอกคุณแม่ดู / / /โทรติดตามผลรอบนี้ น้ำท่วมสวนแล้ว ฉีดไปได้2รอบเอง ต้องรอดูอีกสักเดือนให้น้ำลง หรือรอดูว่าแม่จะเอาไปฉีดต้นอื่นหรือเปล่า 
88791,44322,45960.71975,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มะพร้าวใบไหม้ ไม่แน่ใจว่าเชื้อราหรือแมลง ทดลองดูก่อนแนะนำถ้าไม่หายให้ลองบิวเมธามิคดู // ไม่รับสาย 
88762,44318,45960.71377,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,มะละกอ มะพร้าว มะม่วง มีหลายอย่าง ที่ นครสวรรค์ เจอพวกแมลงกลางคืนเยอะ เลยแนะนำบิวเมธามิคไป ยังไม่สนใจ / / ตัวไตรโครก็ยังไม่ทราบผลแน่ชัดก็ยังมีตายอยู่ เพราะช่วงนี้ฝนเยอะด้วย เด๊่ยวค่อยโทรมาใหม่นะพี่ไม่ว่าง // ไม่สะดวกขับรถ 
88736,44317,45960.70981,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,จะเอามาคลุกเมล็กก่อนปลูกแล้วฉีดพ้นที่ดินก่อนปลูกป้องกันไว้ก่อน ยังไม่เป็นแต่ก็ไม่อยากให้เป็น / /รอบนี้โทรไปผัวรับสายบอกกำลังเพราะกล้าอยู่ กำลังจะปลูก 4ไร่ แนะนำปุ๋ยน้ำไป ไม่สนใจ // ไม่รับสาย 
88671,44312,45960.69815,กล๊อฟ [Telesale],รับสาย,ขายได้,ฝรั่ง เจอพวกเพี้ยไฟ อยากลองดูก่อนว่าจะหายไหม เลยแนะนำวิธีการใช้งานไปให้ / / ลูกค้าบอกใช้งานดีโอเครอยู่นะ ว่าหมดแล้วจะใช้เพิ่มอยู่ จะเอาตัวสารจับใบด้วย และแนะนำปุ๋ยน้ำ 21-3บำรุงต้นใบ และตัวบำรุงลูกบำรุงผล ด้วยจะใช้กับฝรั่ง // โทรหารอบนี้ สั่งบิว 2 ซอง 21-3 1ขวด + สารจับใบ 1 ขวด  อยากใช้พวกอินทรีย์ล้วน เลยส่งให้ดูในไลน์ Toomtam 
88599,33277,45960.68854,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ของเก่ายังเหลือครึ่งขวด รอบหน้าใช้น่าจะหมด รอบนี้เก็บหมดแล้ว ต้องรอรอบหน้าประมาณพฤศจิกายน เลยแหละ หรือต้องรอดูฝน ไม่ต้องสักเดือนก็ปลูกได้ // ปลายฝนต้นหนาว ถึงจะปลูกอีกที // ไม่รับสาย // โทรกลับมา บอกเอาของพี่มาใช้ก่อน เซนไว้ เพราะช่วงนี้ไม่มีงบ ของเราคงจะได้ใช้อีกทีปีหน้าเลย เลยฝากให้เมมเบอร์ไว้จะใช้ให้โทรมาหาเราใหม่ 
88577,44307,45960.68492,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,เบอร์แฟน จะเอาไปลองฉีดข้าว โหรพาด้วย มีหลายอย่างทดลองดูก่อน เหมือนจะเป็นเชื้อรา /// โทรหารอบนี้บอกใช้ดีอยู่ ใกล้จะหมดแล้ว แต่ตอนนี้ข้าวตั้งท้องแล้ว เลยใช้แค่กับโพรพามีไม่เยอะ เลยแนะนำปุ๋ยน้ำไปให้ ยังไม่สนใจ แต่ตัวไคโตร อาจจะใช้เพิ่มเด๊่ยวรอดูก่อน ถ้าใช้ยังไง เด๊่ยวจะสั่งไป // โทรหารอบนี้ บอกว่ายังไม่หมดเหลือไม่เยอะหรอกแต่ไม่ค่อยได้ใช้ โหรพาที่ปลูกมีนิดเดียว ข้าวก็จะปลูฏอีกทีปีหน้า นาปีไม่มีน้ำก็ปลูกไม่ได้  เด๊่ยวปีหน้าคงได้อุดหนุนกัน
88530,44306,45960.67875,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ใช้ดีอยู่ ยังไม่หมด เด๊่ยวพี่จะใช้ช่วงไหนเด๊่ยวพี่โทรสั่งนะ เด๊่ยวจะเมมเบอร์ไว้ // ไม่รับสาย 
88509,44304,45960.67538,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,เอามาฉีดป้องกันและรักษา ต้นทุเรียน ทดลองก่อน / / หมดแล้วพี่พึ่งสั่งเพิ่มไป 2ซอง เอามาฉีดดินรอบๆด้วย 5วันฉีดครั้ง เลยแนะนำให้เมมเบอร์เราไว้แล้ว สั่งกับเราเบอร์นี้ ลูกค้าลืมเมมบเอร์เรารอบทีแล้ว และฝากปุ่ยตัวอื่นไปให้ด้วย
88490,44550,45960.6725,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,บิวเอามาใช้กับทุเรียน ก็ยังดูๆอยู่ ว่าจะยังไง ยังไม่ทราบผล เด๊่ยวปลายๆตุลาอาจจะเริ่มใช้งาน ตัวสะสมอาหาร และตัวโบรอน เลยฝากโปร 4-24 5แถม1ไปให้ // ไม่รับสาย 
88472,44820,45960.66939,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,3-4ปี เอาป้องกันไว้เฉยๆ ไตรโครยังเหลือ1 ซอง // โทรติดตามผลการใช้งานบิว 1/10/68 // ใช้ไปแล้วดีอยู่ ยังเหลือ ไตรโครต้องรอน้ำลงก่อนนะ ช่วงนี้ฝนตกเยอะน้ำขัง อาจจะต้องใช้ช่วงฝนเบาๆแล้ว เลยฝากให้สั่งกับเราเบอร์นี้ // ไม่รับสาย 
88453,44819,45960.66549,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,มีพึ่งปลูก ก็มี ต้นใหญ่แล้วมี 4ต้น รวมกัน10กว่าต้น // โทรติดตามผลสิงทองรอบแรก 1/10/68 ใช้ดีนะ แตกยอดแตกใบดีอยู่ ว่าจะสั่งมาใช้กับยางพาราด้วย 4ไร่ แต่รอเงินกองทุนสิ้นเดือนนี้ก่อน สิ้นเดือนโทรหาอีกที // ไม่รับสาย 
88440,44815,45960.66356,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,21-3 ยังเหลือ ปกติจะซื้อคู่กัน เอามาฉีดมะเขือกำลังจะติดดอกแล้ว เคยใช้แล้วโฮเค // โฟอิงลิช
88420,44811,45960.66111,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,เอามาใช้กับมะเขือ ก็ใช้ดีนะ ยังไม่หมด เลยแนะนำพวกสิงทองไปให้เพิ่มเติมกับปุ๋ยน้ำ 4-24 ไปให้ในเฟส พ่อโจยา น้องมีตังค์ ลองทักสอบถามตามในเฟส // ทักไปในเฟส 
88388,44810,45960.65476,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,ทุเรียนตัดรอบสุดท้ายแล้ว เอามาฟื้นต้น แนะนำปุ๋ยทางดินไป ลูกค้าไม่เล่นไลน์ // ยังไม่ได้ลองใช้เลย ว่าจะใช้พรุ้งนี้ พอดีพี่พึ่งกลับจากนครปฐม เด๊่ยวพี่ขอลองใช้ดูก่อนนะถ้าได้ผลดีตัวอื่นๆ ค่อยว่ากัน ทางดินพี่ใช้เสมอ // โทรหารอบนี้บอกพึ่งฉีดได้รอบเดี่ยว ฝนเยอะ เลยฉีดไม่ได้ต้องรอช่วงต้นธันวาจะเริ่มแล้วช่วงนั้น ทำดอกหน้าจะปีหน้าเลย โดนรวมถือว่าดีนะที่เขาไปดูที่สวนมา เลยบอกไปว่าจะโทรหาใหม่เดือนธันวาคม 
88292,49757,45960.64377,กล๊อฟ [Telesale],รับสาย,ขายได้,มะพร้าวเจอด้วง เลยอยากลองใช้ดู ให้ลูกค้าใช้ / ไลน์ Ploy Lava ตามในไลน์ /// ลูกค้าไลน์มาสั่ง สามอย่าง บิว 5ซอง บีที 6แถม 2 สารจับใบขวดใหญ่ จะเอาไปใช้กับมะพร้าวเหมือนเดิม จ้างโดรนฉีดเลยแนะนำวิธีผสมไปให้อีกรอบนึง แล้วติดตามผลในไลน์ เดือนธันวาคม 
88158,44808,45960.62468,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,พึ่ึ่งสั่ง กับแอดมินเพจ ไตรโครกับบิว กำลังจะทำใบทุเรียน เลยแนะนำ สิงส้มกับอะมิโนไป +21-3 ลังเลอยู่ และแนะนำ4-24 ไปใส่สัปปะรด // โทรหาสอบถามรอบแรกตัดสายทิ้ง // โทรหาติดตามรอบสองไม่รับสาย // ไม่รับสายเหมือนเดิม 
88143,44805,45960.62285,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,พี่ทำงานอยู่ ตอนนี้ ค่อยโทรใหม่นะ/ พึ่พึ่งสั่งไปกลางเดือน รอบนี้พี่เมมเบอร์ไว้แล้ว ไว้รอบหน้า จะโทรสั่งกับเรานะ // โทรรอบนี้ไม่รับสาย
88116,45068,45960.61981,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ซื้อมาเพื่อรอบอื่นด้วย จะได้ไม่ต้องสั่งบ่อยๆ นานจะใช้ที่ช่วงไหนฝนตกบ่อยก็จะใช้เยอะ แต่ปู่ยตัวอื่นจะใช่ของโครการแถวบ้าน // จะโทรไปแนะนำปุ๋ย 4-24ให้รอบนี้ไม่รับสาย
88098,45316,45960.61802,กล๊อฟ [Telesale],ตัดสายทิ้ง,ตัดสายทิ้ง,ต้นเก่าประมาณ 10ต้น ปลูกใหม่อีก 10กว่าต้น ติดลูกแล้ว 2ต้นได้มั้ง เอามาลองใช้ดูก่อน มีทั้งมีด้วงแล้ว และยังไม่มี // ติดตามผลรอบแรก 1/10/68 ฉีดไปได้สองรอบแล้ว ดูดีขึ้นนิดนึง แต่ยังไม่หายขาด เพราะตอนนี้ทิ้งช่วงฉีดไปหลายวันเพราะฝนตกบ่อย โดยรวมถือว่าดี ใช้เรื่อยๆ // โทรสอบถาม ตัดสายทิ้ง 
88085,45664,45960.61681,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รอบนึงใช้ได้นาน ใช้ตอนลงต้นกล้า เอามาป้องกัน เคยใช้แล้ว ใช้ดี 3วัน 200 ต้น
88078,45663,45960.61584,กล๊อฟ [Telesale],รับสาย,ไม่สะดวกคุย,ปลูกมะพร้าวรอบคันนา 3ปีกว่า และใช้กับต้นอื่นๆด้วยปลูกที่ปราจีนบุรี อีก3อาทิตย์จะกลับไปดู ว่าจะเป้นอย่างไรบ้าง เลยบอกลูกค้าไปว่า ต้องฉีดต่อเนื้องถึงจะเห็นผลดี ถ้าห่างไปจะไม่ค่อยได้ผล และแนะนำโบรอนไปด้วย ลูกค้าบอกรอติดผลก่อนค่อยว่ากัน  //  โทรหารอบนนี้กำลังทำงานอยู๋ บอกจะกลับอาทิตย์หน้า  เลยบอกว่าจะโทรติดต่อไปใหม่
88060,45660,45960.61378,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,เอาไตรโครมาใช้กับต้นทุเรียนที่เป้นเชื้อรา เป็นอยู่สองต้นเอง ใบร่วง ใช้ไป2รอบแล้ว ยังไม่เห้นผล ต้องดูก่อน ตอนนี้กำลังทำชุดใบแล้ว ว่าจะทำสักสองใบครึ่ง เลยแนะนำ 21-3ไป ลูกค้าบอกใช้งานอยู่ ซื้อร้านตัวแทนแถวบ้าน เลยแนะนำรอบหน้าสั่งกับเราเพราะลูกค้าบอกใหล้จะหมดแล้ว เลยฝากปุ๋ย4-24ไปด้วยใช้ช่วงสะสมอาหารหลังทำใบแล้ว ลูกค้าเมมเบอร์ไว้แล้ว เด๊่ยวจะใช้จะติดต่อมา
88046,45658,45960.61184,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,มีขนุนด้วย เอามาทดลองดู // โทรติดตามผลรอบแรก 1/10/68 บอกลองใช้ไป 2รอบแล้ว แต่ใช้ไปแล้ว ฝนตก มันเลยยังไม่ทราบผล ต้องรอฝนเบาๆก่อน เลยแจ้งไปว่าเด๊่ยวจะโทรไปติดตามผลใหม่ // โทรหารอบนี้ บอกยังไม่ได้ฉีดเลย พอดีฝนยังตกอยู๋เรื่อยๆเลยเว้นมานานแล้ว เลยบอกจะโทรไปติดตามผลใหม่หลังฝนเบาๆแล้ว
88011,45656,45960.60851,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,ใบเหลืองๆ เลยจะลองใช้ดู มีทุเรียนด้วย จะลองเอาไปใช้ดูนะ / / โทรติดตามผลรอบแรก 1/10/68 ลูกค้าบอกเอามาใช้กับถั่ว พึ่งปลูกใหม่ ใช้ไป1 รอบแล้ว ยังไม่ทราบผล เลยแจ้งไปว่าเด๊่ยวอีก 1เดือนจะโทรไปติดตามผลใหม่ และฝากพวกปุ๋ยน้ำบำรุงไปให้  /// โทรหารอบนี้บอกว่ายังไม่ถึงรอบปลูกจะปลูกอีกที ธันวาคม 
